rating,comment
0,The workload was overwhelming and unreasonable. The assignments felt disconnected from the lectures.
0,The course materials were outdated and irrelevant. I found the subject uninteresting.
0,The subject matter was relevant. The class was not what I expected at all.
1,The class discussions were helpful. 
-1,The subject matter was too difficult for me. The course was a disappointment. The content felt outdated and irrelevant.
1,"The course content was uninspiring, and I struggled to stay engaged. The assignments helped reinforce key concepts."
0,"The workload was manageable, but the assignments lacked clarity. I would not recommend this to anyone."
1,The course improved my problem-solving skills. 
1,The topics were interesting. The hands-on projects were enjoyable.
1,I would recommend this course to anyone interested in the field. The teacher was extremely knowledgeable.
1,The interactive activities were a highlight of the course. 
1,The class was informative. I'm grateful for the knowledge gained.
0,The lectures were sometimes monotonous. The subject was diverse.
0,The workload was overwhelming and unreasonable. The instructor's expertise was evident.
1,I'm amazed by how much my perspective has changed after taking this course. 
-1,"The class discussions were thought-provoking, but the assessments were confusing. I didn't feel supported by the instructor throughout the course."
0,I found the subject matter uninteresting. I barely passed the exams.
1,"The course structure was well-designed, and the interactive activities were enjoyable. The teacher made the class engaging."
0,"The course content lacked depth and insight. I had high expectations, but they were not met."
1,I'm so glad I took this course. It exceeded my expectations and I learned a lot. I would definitely recommend this course to others.
-1,"The course materials were confusing, and I struggled to understand the concepts. I regret taking this class."
1,The class was relevant to my major. The class discussions were interesting.
1,I learned so much from this subject! The class discussions were interesting.
1,I didn't feel strongly about the subject. I appreciate the valuable insights I gained from this course.
0,The class atmosphere was not conducive to learning. The workload was manageable.
1,"The instructor's passion for the subject was evident and made the class enjoyable. The class was average. Some parts were interesting, but others were a bit confusing."
1,The readings were insightful. The course had a positive impact on me.
0,The assignments helped reinforce key concepts. The assessments were poorly designed.
0,I wish there were more opportunities for hands-on practice in this class. I was disappointed with the lack of practical application.
1,"The real-world applications were enlightening. The class discussions were thought-provoking, but the assessments were challenging."
